participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.trust_choice,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
120,d9dfw9pw,,0,0,29,,,,0,,,0.0,120,,0.0,,1,1,slvfalvu,,,,,0
121,kpkur306,,0,0,29,,,,0,,,0.0,121,,0.0,,1,1,slvfalvu,,,,,0
122,qirwruz7,,0,0,29,,,,0,,,0.0,122,,0.0,,1,1,slvfalvu,,,,,0
123,cge171gb,,0,0,29,,,,0,,,0.0,123,,0.0,,1,1,slvfalvu,,,,,0
124,72rukpdh,,0,0,29,,,,0,,,0.0,124,,0.0,,1,1,slvfalvu,,,,,0
125,uyfod4yp,,0,0,29,,,,0,,,0.0,125,,0.0,,1,1,slvfalvu,,,,,0
126,zaxlury5,,0,0,29,,,,0,,,0.0,126,,0.0,,1,1,slvfalvu,,,,,0
127,lkryk3up,,0,0,29,,,,0,,,0.0,127,,0.0,,1,1,slvfalvu,,,,,0
128,8b0ovgk4,,0,0,29,,,,0,,,0.0,128,,0.0,,1,1,slvfalvu,,,,,0
129,ziwd3vd8,,0,0,29,,,,0,,,0.0,129,,0.0,,1,1,slvfalvu,,,,,0
130,jizlb029,,0,0,29,,,,0,,,0.0,130,,0.0,,1,1,slvfalvu,,,,,0
1,jcb5p4r4,63c515f70542e2ff1937031b,0,1,32,Consent_general,ConsentPage,2024-03-20 16:35:01.436704,1,,,0.0,1,,0.0,,1,1,7reoo3kl,,,,,0
2,fhavdxuf,61531a9bd8acf4e88e083892,0,32,32,Thanks,MyPage,2024-03-20 16:37:01.108391,1,,,150.0,2,,0.0,5,1,1,7reoo3kl,,,,,0
3,l9t0g9ij,63d69919e9b7547ceeb0d31d,0,32,32,Thanks,MyPage,2024-03-20 16:37:15.107719,1,,,100.0,3,,0.0,3,1,1,7reoo3kl,,,,,0
4,ydogyhgb,5c475608cae0ab000188cb6e,0,32,32,Thanks,MyPage,2024-03-20 16:37:43.428470,1,,,200.0,4,,0.0,2,1,1,7reoo3kl,,,,,0
5,uymre0gf,65cf88a1a3887a237da61f94,0,32,32,Thanks,MyPage,2024-03-20 16:37:44.703837,1,,,150.0,5,,0.0,4,1,1,7reoo3kl,,,,,0
6,b31viyw5,569298838d93fe000dfa033c,0,4,32,Intro_SQ,GameIntroPage,2024-03-20 16:37:51.747420,1,,,0.0,6,,0.0,,1,1,7reoo3kl,,,,,0
7,9lik89oe,640d43c9451ce148162a7643,0,32,32,Thanks,MyPage,2024-03-20 16:38:06.818227,1,,,150.0,7,,0.0,2,1,1,7reoo3kl,,,,,0
8,4ixtcdl2,138E07j3126ml597596n5667,0,1,32,Consent_general,ConsentPage,2024-03-20 16:38:08.018353,1,,,0.0,8,,0.0,,1,1,7reoo3kl,,,,,0
9,9tkvjqom,5c5ac2869d974300015d81fc,0,32,32,Thanks,MyPage,2024-03-20 16:38:09.708109,1,,,100.0,9,,0.0,2,1,1,7reoo3kl,,,,,0
10,wv4d09w0,65e22b2cb3efd22e847d0bf0,0,32,32,Thanks,MyPage,2024-03-20 16:38:13.803525,1,,,150.0,10,,0.0,1,1,1,7reoo3kl,,,,,0
11,vs690o5e,5aa806e7777df200016088c5,0,32,32,Thanks,MyPage,2024-03-20 16:38:23.823363,1,,,100.0,11,,0.0,4,1,1,7reoo3kl,,,,,0
12,se4ia6zi,607778a26ff3de83125f50c5,0,32,32,Thanks,MyPage,2024-03-20 16:38:24.722604,1,,,150.0,12,,0.0,3,1,1,7reoo3kl,,,,,0
13,bbvg2af9,646674819405d971b1c013b6,0,19,32,not_completed,MyPage,2024-03-20 16:38:39.792050,1,,,0.0,13,,0.0,,1,1,7reoo3kl,,,,,0
14,65h7slna,5dcea7314d51e4107516c80d,0,4,32,Intro_SQ,GameIntroPage,2024-03-20 16:38:39.569676,1,,,0.0,14,,0.0,,1,1,7reoo3kl,,,,,0
15,camhj5nl,6581458319fd30c077feba23,0,6,32,Intro_SQ,TestPage,2024-03-20 16:38:41.712085,1,,,0.0,15,,0.0,,1,1,7reoo3kl,,,,,0
16,t1k7twc3,644937030a7868838f1e1b9a,0,32,32,Thanks,MyPage,2024-03-20 16:38:53.573729,1,,,150.0,16,,0.0,1,1,1,7reoo3kl,,,,,0
17,d9d35sd9,6328817c90a7f703ded34c91,0,32,32,Thanks,MyPage,2024-03-20 16:38:54.655181,1,,,150.0,17,,0.0,1,1,1,7reoo3kl,,,,,0
18,xfdmmc1r,58935d5d4d77be0001689f14,0,20,32,kicked_out,MyPage,2024-03-20 16:38:55.603077,1,,,0.0,18,,0.0,,1,1,7reoo3kl,,,,,0
19,x4vc2b27,6276d97e209059496d37bf74,0,32,32,Thanks,MyPage,2024-03-20 16:38:57.366227,1,,,150.0,19,,0.0,4,1,1,7reoo3kl,,,,,0
20,mhenzpne,138007731E6095975L6n5O6Z,0,1,32,Consent_general,ConsentPage,2024-03-20 16:38:59.739791,1,,,0.0,20,,0.0,,1,1,7reoo3kl,,,,,0
21,jxztfgoz,63d15e1be853005ff591b935,0,32,32,Thanks,MyPage,2024-03-20 16:39:04.017939,1,,,150.0,21,,0.0,4,1,1,7reoo3kl,,,,,0
22,cn0au0kp,59565b1bbbb52400017ad4e1,0,32,32,Thanks,MyPage,2024-03-20 16:39:04.671797,1,,,200.0,22,,0.0,1,1,1,7reoo3kl,,,,,0
23,zcdvhzhw,65f506b13213d7223ce26cd8,0,32,32,Thanks,MyPage,2024-03-20 16:39:06.315908,1,,,100.0,23,,0.0,2,1,1,7reoo3kl,,,,,0
24,0kne3c46,641357b26802e397b5627d5e,0,4,32,Intro_SQ,GameIntroPage,2024-03-20 16:39:07.519798,1,,,0.0,24,,0.0,,1,1,7reoo3kl,,,,,0
25,9llbimqa,642c4f6e95f13dc4c1b54712,0,32,32,Thanks,MyPage,2024-03-20 16:39:07.666831,1,,,150.0,25,,0.0,2,1,1,7reoo3kl,,,,,0
26,qndvkm8r,5bc913d99427200001dd47f5,0,32,32,Thanks,MyPage,2024-03-20 16:39:08.061097,1,,,100.0,26,,0.0,4,1,1,7reoo3kl,,,,,0
27,0by00w8e,60de9c66c01a9de405e9efb0,0,2,32,Consent_general,GeneralIntroPage,2024-03-20 16:39:08.677983,1,,,0.0,27,,0.0,,1,1,7reoo3kl,,,,,0
28,clenilmf,5d88f2f8cefb52001a83f1b2,0,32,32,Thanks,MyPage,2024-03-20 16:39:11.149851,1,,,150.0,28,,0.0,2,1,1,7reoo3kl,,,,,0
29,t1h5mtgk,65e33239b5fa3ca93950aa67,0,32,32,Thanks,MyPage,2024-03-20 16:39:13.043735,1,,,100.0,29,,0.0,4,1,1,7reoo3kl,,,,,0
30,e5c6qe8b,6365ab361b71daa9f0eed7bd,0,32,32,Thanks,MyPage,2024-03-20 16:39:14.743796,1,,,200.0,30,,0.0,3,1,1,7reoo3kl,,,,,0
31,95edrggn,5d4a6459061e2a000138bad3,0,32,32,Thanks,MyPage,2024-03-20 16:39:22.159243,1,,,100.0,31,,0.0,3,1,1,7reoo3kl,,,,,0
32,af3jajv8,629642bfde2bf56c1ec2a420,0,32,32,Thanks,MyPage,2024-03-20 16:39:22.596196,1,,,150.0,32,,0.0,1,1,1,7reoo3kl,,,,,0
33,y8a6li4v,65031f68de6e940396216f8a,0,6,32,Intro_SQ,TestPage,2024-03-20 16:39:22.879402,1,,,0.0,33,,0.0,,1,1,7reoo3kl,,,,,0
34,max76gsn,60e755dd08b47aac26807cd9,0,32,32,Thanks,MyPage,2024-03-20 16:39:22.991251,1,,,150.0,34,,0.0,5,1,1,7reoo3kl,,,,,0
35,bafpj7nh,5ef8dcdad9a3d864a1dea285,0,20,32,kicked_out,MyPage,2024-03-20 16:39:26.918654,1,,,0.0,35,,0.0,,1,1,7reoo3kl,,,,,0
36,u6os1v5a,63ecff07b619306f41db42fa,0,32,32,Thanks,MyPage,2024-03-20 16:39:27.576912,1,,,50.0,36,,0.0,2,1,1,7reoo3kl,,,,,0
37,ujw40wb6,5d1e5ece2e9ac30016b522c5,0,32,32,Thanks,MyPage,2024-03-20 16:39:28.247027,1,,,100.0,37,,0.0,1,1,1,7reoo3kl,,,,,0
38,f05bnpkf,64d90ef50ad4204b1babb416,0,32,32,Thanks,MyPage,2024-03-20 16:39:29.226991,1,,,150.0,38,,0.0,4,1,1,7reoo3kl,,,,,0
39,u13pq3qa,5bc9f8b677740000016a08b5,0,32,32,Thanks,MyPage,2024-03-20 16:39:29.298097,1,,,150.0,39,,0.0,1,1,1,7reoo3kl,,,,,0
40,esudgms1,6132542039ead71f30971bd6,0,32,32,Thanks,MyPage,2024-03-20 16:39:30.273216,1,,,150.0,40,,0.0,1,1,1,7reoo3kl,,,,,0
41,8ggc3vyq,62734ce38db73cd5bd81a36f,0,32,32,Thanks,MyPage,2024-03-20 16:39:33.032983,1,,,50.0,41,,0.0,4,1,1,7reoo3kl,,,,,0
42,tbenxxyz,65df409ed4caf8deef4ae2b0,0,32,32,Thanks,MyPage,2024-03-20 16:39:36.603764,1,,,150.0,42,,0.0,5,1,1,7reoo3kl,,,,,0
43,bix0o7tt,60d3789eaea26baa8ff53bb8,0,32,32,Thanks,MyPage,2024-03-20 16:39:38.736138,1,,,150.0,43,,0.0,2,1,1,7reoo3kl,,,,,0
44,mv4pf67e,5c3a865019ceb400010c914a,0,32,32,Thanks,MyPage,2024-03-20 16:39:39.414049,1,,,150.0,44,,0.0,4,1,1,7reoo3kl,,,,,0
45,xn3g1qgn,633dbba020f607c3522b86ed,0,32,32,Thanks,MyPage,2024-03-20 16:39:40.317968,1,,,150.0,45,,0.0,2,1,1,7reoo3kl,,,,,0
46,lfd4vbo4,5d74001d391b6600175f433b,0,32,32,Thanks,MyPage,2024-03-20 16:39:41.161916,1,,,150.0,46,,0.0,3,1,1,7reoo3kl,,,,,0
47,ydco3wpg,5de30dd39a9da5342d09f2e8,0,32,32,Thanks,MyPage,2024-03-20 16:39:41.211998,1,,,150.0,47,,0.0,2,1,1,7reoo3kl,,,,,0
48,ufrymojs,63fd0a7da4c0df409be0a784,0,32,32,Thanks,MyPage,2024-03-20 16:39:45.585838,1,,,50.0,48,,0.0,2,1,1,7reoo3kl,,,,,0
49,bc9urtir,6012e262527c380ccb2a6c74,0,32,32,Thanks,MyPage,2024-03-20 16:39:47.709753,1,,,100.0,49,,0.0,1,1,1,7reoo3kl,,,,,0
50,g8pcefsf,647dde92d730823a9e5c7f0f,0,4,32,Intro_SQ,GameIntroPage,2024-03-20 16:39:48.307141,1,,,0.0,50,,0.0,,1,1,7reoo3kl,,,,,0
51,acwcv908,63acbbe336a9ca92853dca4a,0,32,32,Thanks,MyPage,2024-03-20 16:39:53.080943,1,,,150.0,51,,0.0,5,1,1,7reoo3kl,,,,,0
52,1i1l6ptf,5f6e36c7f042f033d0f97bc1,0,32,32,Thanks,MyPage,2024-03-20 16:39:56.409739,1,,,150.0,52,,0.0,3,1,1,7reoo3kl,,,,,0
53,fjsqwqi8,63cff262503b56190be3eb18,0,32,32,Thanks,MyPage,2024-03-20 16:39:57.621585,1,,,50.0,53,,0.0,1,1,1,7reoo3kl,,,,,0
54,b4ul9ffu,6307f3c967020d1202332b77,0,5,32,Intro_SQ,DemoPage,2024-03-20 16:40:10.461744,1,,,0.0,54,,0.0,,1,1,7reoo3kl,,,,,0
55,jyi9x5hg,655f97cd4f1c17ae262fd0fa,0,32,32,Thanks,MyPage,2024-03-20 16:40:54.778237,1,,,200.0,55,,0.0,2,1,1,7reoo3kl,,,,,0
56,u2hc02jf,5e6fd3293c76d25a3ca8b384,0,32,32,Thanks,MyPage,2024-03-20 16:41:23.124130,1,,,150.0,56,,0.0,5,1,1,7reoo3kl,,,,,0
57,8icsssrd,55b424e1fdf99b526efcf8d0,0,32,32,Thanks,MyPage,2024-03-20 16:41:56.163308,1,,,100.0,57,,0.0,4,1,1,7reoo3kl,,,,,0
58,23fsviqx,645ee0535d907605481e739d,0,32,32,Thanks,MyPage,2024-03-20 16:41:59.230923,1,,,50.0,58,,0.0,4,1,1,7reoo3kl,,,,,0
59,8tcwisyu,62b2c25fa2e87e7ed2da2b87,0,32,32,Thanks,MyPage,2024-03-20 16:42:19.286768,1,,,100.0,59,,0.0,3,1,1,7reoo3kl,,,,,0
60,ulcyqfs4,63039dbefda87c47a91fec04,0,32,32,Thanks,MyPage,2024-03-20 16:42:27.271579,1,,,200.0,60,,0.0,2,1,1,7reoo3kl,,,,,0
61,b70awhxd,5db48b4d14dab8000de45fdf,0,32,32,Thanks,MyPage,2024-03-20 16:42:40.770352,1,,,100.0,61,,0.0,4,1,1,7reoo3kl,,,,,0
62,sthrs6bv,63e2efb080652555c6d566cb,0,32,32,Thanks,MyPage,2024-03-20 16:42:41.111443,1,,,150.0,62,,0.0,4,1,1,7reoo3kl,,,,,0
63,mvesea1j,652941642ad583dda3850fa9,0,6,32,Intro_SQ,TestPage,2024-03-20 16:42:57.534823,1,,,0.0,63,,0.0,,1,1,7reoo3kl,,,,,0
64,8lh4ewtx,5f3f5ad05ec7d1257993b196,0,4,32,Intro_SQ,GameIntroPage,2024-03-20 16:42:58.405897,1,,,0.0,64,,0.0,,1,1,7reoo3kl,,,,,0
65,7aq7enxq,5df2f36b617219204de98060,0,32,32,Thanks,MyPage,2024-03-20 16:43:05.736758,1,,,150.0,65,,0.0,4,1,1,7reoo3kl,,,,,0
66,oiya3ec5,646ce077bee5dbbd60d98c23,0,32,32,Thanks,MyPage,2024-03-20 16:43:06.271324,1,,,150.0,66,,0.0,4,1,1,7reoo3kl,,,,,0
67,nukwdjn9,5e88dd7a0febe805d3a120b6,0,32,32,Thanks,MyPage,2024-03-20 16:43:08.855987,1,,,50.0,67,,0.0,4,1,1,7reoo3kl,,,,,0
68,hmcsgugg,5cbe04b4f429ff00159de30e,0,32,32,Thanks,MyPage,2024-03-20 16:43:13.494030,1,,,100.0,68,,0.0,1,1,1,7reoo3kl,,,,,0
69,8al3uqov,5c1a9424a329230001ecaabd,0,32,32,Thanks,MyPage,2024-03-20 16:43:13.421216,1,,,150.0,69,,0.0,4,1,1,7reoo3kl,,,,,0
70,akg01n6h,64345edc0fd9813bdd9ef181,0,19,32,not_completed,MyPage,2024-03-20 16:43:19.319984,1,,,0.0,70,,0.0,,1,1,7reoo3kl,,,,,0
71,cl0odx4q,5720a9f6fd3a5200113c1891,0,32,32,Thanks,MyPage,2024-03-20 16:43:20.778931,1,,,100.0,71,,0.0,3,1,1,7reoo3kl,,,,,0
72,xvbyin7d,65a955a5b8f4c0e0d1f24e13,0,32,32,Thanks,MyPage,2024-03-20 16:43:21.391626,1,,,150.0,72,,0.0,5,1,1,7reoo3kl,,,,,0
73,ovbvghbd,5c476621b521ee00019abf67,0,32,32,Thanks,MyPage,2024-03-20 16:43:21.474796,1,,,50.0,73,,0.0,1,1,1,7reoo3kl,,,,,0
74,orc5x3rk,5c1e2dc92631ed0001040b23,0,32,32,Thanks,MyPage,2024-03-20 16:43:26.415347,1,,,100.0,74,,0.0,4,1,1,7reoo3kl,,,,,0
75,bmbz7byy,65e8ad6fc0d7e3832cf02159,0,32,32,Thanks,MyPage,2024-03-20 16:43:26.824247,1,,,100.0,75,,0.0,1,1,1,7reoo3kl,,,,,0
76,qwe9ljcy,63614899ad49a91f1ef09067,0,32,32,Thanks,MyPage,2024-03-20 16:43:26.907121,1,,,100.0,76,,0.0,4,1,1,7reoo3kl,,,,,0
77,5006s820,5c748b9188fdc20017c60436,0,32,32,Thanks,MyPage,2024-03-20 16:43:28.408439,1,,,150.0,77,,0.0,2,1,1,7reoo3kl,,,,,0
78,0ma8v2t5,60d13d406f3b34d6791c8831,0,32,32,Thanks,MyPage,2024-03-20 16:43:29.257261,1,,,50.0,78,,0.0,2,1,1,7reoo3kl,,,,,0
79,mky6of2z,65ecbbfd7c441da2b07a6faa,0,32,32,Thanks,MyPage,2024-03-20 16:43:29.502376,1,,,100.0,79,,0.0,4,1,1,7reoo3kl,,,,,0
80,4gmgg0l9,65ea1ff55977102030f4b184,0,32,32,Thanks,MyPage,2024-03-20 16:43:30.840323,1,,,150.0,80,,0.0,2,1,1,7reoo3kl,,,,,0
81,h82cyxca,581e0aee4182b600017307ea,0,32,32,Thanks,MyPage,2024-03-20 16:43:31.282468,1,,,150.0,81,,0.0,2,1,1,7reoo3kl,,,,,0
82,m4kqsv8s,61155a7ed7bb8ba7da579301,0,32,32,Thanks,MyPage,2024-03-20 16:43:34.935030,1,,,50.0,82,,0.0,2,1,1,7reoo3kl,,,,,0
83,hq5x13s8,5dcc3ec7db13278d75c8622f,0,32,32,Thanks,MyPage,2024-03-20 16:43:37.818599,1,,,200.0,83,,0.0,4,1,1,7reoo3kl,,,,,0
84,8q6c8upd,5ed2bb7a67d51b24b2ac4037,0,32,32,Thanks,MyPage,2024-03-20 16:43:39.561339,1,,,200.0,84,,0.0,2,1,1,7reoo3kl,,,,,0
85,xbhx0uwp,63d13cb81a0a88a3ce29e33f,0,32,32,Thanks,MyPage,2024-03-20 16:43:50.013446,1,,,150.0,85,,0.0,4,1,1,7reoo3kl,,,,,0
86,k6pk2mpm,6341a541b6cfd5f8933f48c4,0,32,32,Thanks,MyPage,2024-03-20 16:43:52.052243,1,,,150.0,86,,0.0,4,1,1,7reoo3kl,,,,,0
87,l1cirm40,60fc2ec58ad0da367daee3c1,0,32,32,Thanks,MyPage,2024-03-20 16:43:53.182962,1,,,150.0,87,,0.0,1,1,1,7reoo3kl,,,,,0
88,1d8vby8f,55b688fafdf99b26e287abd3,0,32,32,Thanks,MyPage,2024-03-20 16:43:56.965379,1,,,200.0,88,,0.0,2,1,1,7reoo3kl,,,,,0
89,czz1y2e2,5ba596467c0ebe0001269842,0,32,32,Thanks,MyPage,2024-03-20 16:43:57.699835,1,,,100.0,89,,0.0,2,1,1,7reoo3kl,,,,,0
90,0lhwgz96,611e6704567a73202f78bef7,0,32,32,Thanks,MyPage,2024-03-20 16:43:59.890844,1,,,100.0,90,,0.0,2,1,1,7reoo3kl,,,,,0
91,1ue6z6na,63d193c45e01ccb694993e7f,0,32,32,Thanks,MyPage,2024-03-20 16:44:00.490504,1,,,100.0,91,,0.0,4,1,1,7reoo3kl,,,,,0
92,uxjt2bj3,64a826f6220bf56dca731156,0,20,32,kicked_out,MyPage,2024-03-20 16:44:00.693568,1,,,0.0,92,,0.0,,1,1,7reoo3kl,,,,,0
93,hxh55tjl,63d176dbaef5e7827cd86954,0,32,32,Thanks,MyPage,2024-03-20 16:44:01.245779,1,,,150.0,93,,0.0,4,1,1,7reoo3kl,,,,,0
94,qnb00py3,63ea974c81ff0fffe7fb8613,0,32,32,Thanks,MyPage,2024-03-20 16:44:02.877459,1,,,100.0,94,,0.0,4,1,1,7reoo3kl,,,,,0
95,3hr39398,65aafa301d1aa8daf91f5bee,0,32,32,Thanks,MyPage,2024-03-20 16:44:05.492945,1,,,150.0,95,,0.0,1,1,1,7reoo3kl,,,,,0
96,1o3er1zx,650d9893ce518e43bd90407f,0,32,32,Thanks,MyPage,2024-03-20 16:44:06.788673,1,,,100.0,96,,0.0,2,1,1,7reoo3kl,,,,,0
97,5klqmbdk,5e46aa20caec81000b7d4f93,0,32,32,Thanks,MyPage,2024-03-20 16:44:07.817020,1,,,150.0,97,,0.0,4,1,1,7reoo3kl,,,,,0
98,37af0jh0,65aee2cd05a6baf848046a4e,0,6,32,Intro_SQ,TestPage,2024-03-20 16:44:10.834776,1,,,0.0,98,,0.0,,1,1,7reoo3kl,,,,,0
99,h0lkuzpj,65b6bb9487ad05cb475fbba5,0,32,32,Thanks,MyPage,2024-03-20 16:44:10.626282,1,,,200.0,99,,0.0,2,1,1,7reoo3kl,,,,,0
100,71ga45wn,5d4af0a71813250015d3c5c7,0,32,32,Thanks,MyPage,2024-03-20 16:44:10.973341,1,,,50.0,100,,0.0,2,1,1,7reoo3kl,,,,,0
101,dji5wkyx,5a0efb83ab721b0001ef8509,0,32,32,Thanks,MyPage,2024-03-20 16:44:11.739151,1,,,150.0,101,,0.0,2,1,1,7reoo3kl,,,,,0
102,kerxo4qf,5bcbd66377740000016a64b0,0,32,32,Thanks,MyPage,2024-03-20 16:44:19.611435,1,,,100.0,102,,0.0,1,1,1,7reoo3kl,,,,,0
103,6e0ojfoy,62c84ca82b03c9aedbca4a2a,0,32,32,Thanks,MyPage,2024-03-20 16:44:20.312197,1,,,100.0,103,,0.0,2,1,1,7reoo3kl,,,,,0
104,9odby404,65c2a014aee1fdd03fc0318f,0,32,32,Thanks,MyPage,2024-03-20 16:44:31.430588,1,,,200.0,104,,0.0,1,1,1,7reoo3kl,,,,,0
105,j4gyrxy1,640ff49e2b13337a14256899,0,32,32,Thanks,MyPage,2024-03-20 16:44:33.276147,1,,,200.0,105,,0.0,5,1,1,7reoo3kl,,,,,0
106,3l0mwr8z,61254fba095b9df425e816ea,0,32,32,Thanks,MyPage,2024-03-20 16:44:41.110162,1,,,150.0,106,,0.0,1,1,1,7reoo3kl,,,,,0
107,r0grymqq,5b0d1b8e444cef0001ca66ac,0,32,32,Thanks,MyPage,2024-03-20 16:45:08.203751,1,,,150.0,107,,0.0,1,1,1,7reoo3kl,,,,,0
108,tfbhfwun,647fbfa8a2c006cbd09a7166,0,32,32,Thanks,MyPage,2024-03-20 16:45:23.070443,1,,,100.0,108,,0.0,1,1,1,7reoo3kl,,,,,0
109,cc3z1qkk,637d58b9dd14dc68ba68920a,0,32,32,Thanks,MyPage,2024-03-20 16:47:46.876275,1,,,50.0,109,,0.0,4,1,1,7reoo3kl,,,,,0
110,9iy9gehm,628f827eeb876ed2617881e7,0,19,32,not_completed,MyPage,2024-03-20 16:50:57.433755,1,,,0.0,110,,0.0,,1,1,7reoo3kl,,,,,0
111,sp0lfnn3,607cbf385d3202721e3f719f,0,32,32,Thanks,MyPage,2024-03-20 16:53:47.495847,1,,,150.0,111,,0.0,2,1,1,7reoo3kl,,,,,0
112,y7e4uszt,614e2b2bd900d5f91096ac12,0,32,32,Thanks,MyPage,2024-03-20 16:55:18.805712,1,,,150.0,112,,0.0,4,1,1,7reoo3kl,,,,,0
113,ry6xehoe,,0,0,32,,,,0,,,0.0,113,,0.0,,1,1,7reoo3kl,,,,,0
114,eauo6zna,,0,0,32,,,,0,,,0.0,114,,0.0,,1,1,7reoo3kl,,,,,0
115,bbfro75l,,0,0,32,,,,0,,,0.0,115,,0.0,,1,1,7reoo3kl,,,,,0
116,74pzyrqt,,0,0,32,,,,0,,,0.0,116,,0.0,,1,1,7reoo3kl,,,,,0
117,hoshg252,,0,0,32,,,,0,,,0.0,117,,0.0,,1,1,7reoo3kl,,,,,0
118,0c50s6ut,,0,0,32,,,,0,,,0.0,118,,0.0,,1,1,7reoo3kl,,,,,0
119,6ag8p8zq,,0,0,32,,,,0,,,0.0,119,,0.0,,1,1,7reoo3kl,,,,,0
120,5j78znc3,,0,0,32,,,,0,,,0.0,120,,0.0,,1,1,7reoo3kl,,,,,0
